taxel,zone,zone_name,row,col,mu_start,mu_end,delta,excluded
0,0,Meñique — Punta,0,0,0.000,0.000,0.000,0
1,0,Meñique — Punta,0,1,0.000,0.000,0.000,0
2,0,Meñique — Punta,0,2,0.000,0.000,0.000,0
3,0,Meñique — Punta,1,0,347.699,360.381,12.682,0
4,0,Meñique — Punta,1,1,0.000,0.000,0.000,0
5,0,Meñique — Punta,1,2,0.000,0.000,0.000,0
6,0,Meñique — Punta,2,0,51.670,56.091,4.420,0
7,0,Meñique — Punta,2,1,42.989,52.892,9.903,0
8,0,Meñique — Punta,2,2,0.000,0.000,0.000,0
9,1,Meñique — Distal,0,0,0.000,0.000,0.000,0
10,1,Meñique — Distal,0,1,0.000,0.000,0.000,0
11,1,Meñique — Distal,0,2,0.000,0.000,0.000,0
12,1,Meñique — Distal,0,3,0.000,0.000,0.000,0
13,1,Meñique — Distal,0,4,0.000,0.000,0.000,0
14,1,Meñique — Distal,0,5,0.000,0.000,0.000,0
15,1,Meñique — Distal,0,6,0.000,0.000,0.000,0
16,1,Meñique — Distal,0,7,0.000,0.000,0.000,0
17,1,Meñique — Distal,1,0,0.000,0.000,0.000,0
18,1,Meñique — Distal,1,1,0.000,0.000,0.000,0
19,1,Meñique — Distal,1,2,0.000,0.000,0.000,0
20,1,Meñique — Distal,1,3,0.000,0.000,0.000,0
21,1,Meñique — Distal,1,4,0.000,0.000,0.000,0
22,1,Meñique — Distal,1,5,0.000,0.000,0.000,0
23,1,Meñique — Distal,1,6,0.000,0.000,0.000,0
24,1,Meñique — Distal,1,7,0.000,0.000,0.000,0
25,1,Meñique — Distal,2,0,0.000,0.000,0.000,0
26,1,Meñique — Distal,2,1,0.000,0.000,0.000,0
27,1,Meñique — Distal,2,2,0.000,0.000,0.000,0
28,1,Meñique — Distal,2,3,0.000,0.000,0.000,0
29,1,Meñique — Distal,2,4,0.000,0.000,0.000,0
30,1,Meñique — Distal,2,5,0.000,0.000,0.000,0
31,1,Meñique — Distal,2,6,0.000,0.000,0.000,0
32,1,Meñique — Distal,2,7,0.000,0.000,0.000,0
33,1,Meñique — Distal,3,0,0.000,0.000,0.000,0
34,1,Meñique — Distal,3,1,0.000,0.000,0.000,0
35,1,Meñique — Distal,3,2,0.000,0.000,0.000,0
36,1,Meñique — Distal,3,3,0.000,0.000,0.000,0
37,1,Meñique — Distal,3,4,0.000,0.000,0.000,0
38,1,Meñique — Distal,3,5,0.000,0.000,0.000,0
39,1,Meñique — Distal,3,6,0.000,0.000,0.000,0
40,1,Meñique — Distal,3,7,0.000,0.000,0.000,0
41,1,Meñique — Distal,4,0,0.000,0.000,0.000,0
42,1,Meñique — Distal,4,1,0.000,0.000,0.000,0
43,1,Meñique — Distal,4,2,0.000,0.000,0.000,0
44,1,Meñique — Distal,4,3,0.000,0.000,0.000,0
45,1,Meñique — Distal,4,4,0.000,0.000,0.000,0
46,1,Meñique — Distal,4,5,0.000,0.000,0.000,0
47,1,Meñique — Distal,4,6,0.000,0.000,0.000,0
48,1,Meñique — Distal,4,7,0.000,0.000,0.000,0
49,1,Meñique — Distal,5,0,0.000,0.000,0.000,0
50,1,Meñique — Distal,5,1,0.000,0.000,0.000,0
51,1,Meñique — Distal,5,2,0.000,0.000,0.000,0
52,1,Meñique — Distal,5,3,0.000,0.000,0.000,0
53,1,Meñique — Distal,5,4,0.000,0.000,0.000,0
54,1,Meñique — Distal,5,5,0.000,0.000,0.000,0
55,1,Meñique — Distal,5,6,0.000,0.000,0.000,0
56,1,Meñique — Distal,5,7,0.000,0.000,0.000,0
57,1,Meñique — Distal,6,0,0.011,0.000,-0.011,0
58,1,Meñique — Distal,6,1,0.000,0.000,0.000,0
59,1,Meñique — Distal,6,2,0.000,0.000,0.000,0
60,1,Meñique — Distal,6,3,0.000,0.000,0.000,0
61,1,Meñique — Distal,6,4,0.000,0.000,0.000,0
62,1,Meñique — Distal,6,5,0.000,0.000,0.000,0
63,1,Meñique — Distal,6,6,0.000,0.000,0.000,0
64,1,Meñique — Distal,6,7,0.000,0.000,0.000,0
65,1,Meñique — Distal,7,0,0.000,0.000,0.000,0
66,1,Meñique — Distal,7,1,0.000,0.000,0.000,0
67,1,Meñique — Distal,7,2,0.000,0.000,0.000,0
68,1,Meñique — Distal,7,3,0.000,0.000,0.000,0
69,1,Meñique — Distal,7,4,0.000,0.000,0.000,0
70,1,Meñique — Distal,7,5,0.000,0.000,0.000,0
71,1,Meñique — Distal,7,6,0.000,0.000,0.000,0
72,1,Meñique — Distal,7,7,0.000,0.000,0.000,0
73,1,Meñique — Distal,8,0,0.000,0.000,0.000,0
74,1,Meñique — Distal,8,1,0.000,0.000,0.000,0
75,1,Meñique — Distal,8,2,0.000,0.000,0.000,0
76,1,Meñique — Distal,8,3,0.000,0.000,0.000,0
77,1,Meñique — Distal,8,4,0.000,0.000,0.000,0
78,1,Meñique — Distal,8,5,0.000,0.000,0.000,0
79,1,Meñique — Distal,8,6,0.000,0.000,0.000,0
80,1,Meñique — Distal,8,7,0.000,0.000,0.000,0
81,1,Meñique — Distal,9,0,0.000,0.000,0.000,0
82,1,Meñique — Distal,9,1,0.000,0.000,0.000,0
83,1,Meñique — Distal,9,2,0.000,0.000,0.000,0
84,1,Meñique — Distal,9,3,0.000,0.000,0.000,0
85,1,Meñique — Distal,9,4,0.000,0.000,0.000,0
86,1,Meñique — Distal,9,5,0.000,0.000,0.000,0
87,1,Meñique — Distal,9,6,0.000,0.000,0.000,0
88,1,Meñique — Distal,9,7,0.000,2.506,2.506,0
89,1,Meñique — Distal,10,0,0.000,0.000,0.000,0
90,1,Meñique — Distal,10,1,0.000,0.000,0.000,0
91,1,Meñique — Distal,10,2,0.000,0.000,0.000,0
92,1,Meñique — Distal,10,3,0.000,0.000,0.000,0
93,1,Meñique — Distal,10,4,0.000,0.000,0.000,0
94,1,Meñique — Distal,10,5,0.000,0.000,0.000,0
95,1,Meñique — Distal,10,6,0.000,0.000,0.000,0
96,1,Meñique — Distal,10,7,0.000,0.000,0.000,0
97,1,Meñique — Distal,11,0,0.000,0.000,0.000,0
98,1,Meñique — Distal,11,1,0.000,0.000,0.000,0
99,1,Meñique — Distal,11,2,0.000,0.000,0.000,0
100,1,Meñique — Distal,11,3,0.000,0.000,0.000,0
101,1,Meñique — Distal,11,4,0.000,0.000,0.000,0
102,1,Meñique — Distal,11,5,0.000,0.000,0.000,0
103,1,Meñique — Distal,11,6,0.000,0.000,0.000,0
104,1,Meñique — Distal,11,7,0.000,11.295,11.295,1
105,2,Meñique — Palmar,0,0,0.000,0.000,0.000,0
106,2,Meñique — Palmar,0,1,0.000,0.000,0.000,0
107,2,Meñique — Palmar,0,2,0.000,0.000,0.000,0
108,2,Meñique — Palmar,0,3,0.000,0.000,0.000,0
109,2,Meñique — Palmar,0,4,0.000,0.000,0.000,0
110,2,Meñique — Palmar,0,5,0.000,0.000,0.000,0
111,2,Meñique — Palmar,0,6,0.000,0.000,0.000,0
112,2,Meñique — Palmar,0,7,0.000,0.000,0.000,0
113,2,Meñique — Palmar,1,0,0.000,0.000,0.000,0
114,2,Meñique — Palmar,1,1,0.000,0.000,0.000,0
115,2,Meñique — Palmar,1,2,0.000,0.000,0.000,0
116,2,Meñique — Palmar,1,3,0.000,0.000,0.000,0
117,2,Meñique — Palmar,1,4,0.000,0.000,0.000,0
118,2,Meñique — Palmar,1,5,0.000,0.000,0.000,0
119,2,Meñique — Palmar,1,6,0.000,0.000,0.000,0
120,2,Meñique — Palmar,1,7,0.000,0.000,0.000,0
121,2,Meñique — Palmar,2,0,0.000,0.000,0.000,1
122,2,Meñique — Palmar,2,1,0.000,0.000,0.000,0
123,2,Meñique — Palmar,2,2,0.000,0.000,0.000,0
124,2,Meñique — Palmar,2,3,0.000,0.000,0.000,0
125,2,Meñique — Palmar,2,4,0.000,0.000,0.000,0
126,2,Meñique — Palmar,2,5,0.000,0.000,0.000,0
127,2,Meñique — Palmar,2,6,0.000,0.000,0.000,0
128,2,Meñique — Palmar,2,7,0.000,0.000,0.000,0
129,2,Meñique — Palmar,3,0,0.000,0.000,0.000,0
130,2,Meñique — Palmar,3,1,0.000,0.000,0.000,0
131,2,Meñique — Palmar,3,2,0.000,0.000,0.000,0
132,2,Meñique — Palmar,3,3,0.000,0.000,0.000,0
133,2,Meñique — Palmar,3,4,0.000,0.000,0.000,0
134,2,Meñique — Palmar,3,5,0.000,0.000,0.000,0
135,2,Meñique — Palmar,3,6,0.000,0.000,0.000,0
136,2,Meñique — Palmar,3,7,0.000,0.000,0.000,0
137,2,Meñique — Palmar,4,0,0.000,25.068,25.068,0
138,2,Meñique — Palmar,4,1,0.000,0.000,0.000,0
139,2,Meñique — Palmar,4,2,0.000,0.000,0.000,0
140,2,Meñique — Palmar,4,3,0.000,0.000,0.000,0
141,2,Meñique — Palmar,4,4,0.000,0.000,0.000,0
142,2,Meñique — Palmar,4,5,0.000,0.000,0.000,0
143,2,Meñique — Palmar,4,6,0.000,0.000,0.000,0
144,2,Meñique — Palmar,4,7,0.000,0.000,0.000,0
145,2,Meñique — Palmar,5,0,0.000,0.000,0.000,0
146,2,Meñique — Palmar,5,1,0.000,0.000,0.000,0
147,2,Meñique — Palmar,5,2,0.000,0.000,0.000,0
148,2,Meñique — Palmar,5,3,0.000,0.000,0.000,0
149,2,Meñique — Palmar,5,4,0.000,0.000,0.000,0
150,2,Meñique — Palmar,5,5,0.000,0.000,0.000,0
151,2,Meñique — Palmar,5,6,0.000,0.000,0.000,0
152,2,Meñique — Palmar,5,7,0.000,0.000,0.000,0
153,2,Meñique — Palmar,6,0,0.000,0.000,0.000,0
154,2,Meñique — Palmar,6,1,0.000,0.000,0.000,0
155,2,Meñique — Palmar,6,2,0.000,0.000,0.000,0
156,2,Meñique — Palmar,6,3,0.000,0.000,0.000,0
157,2,Meñique — Palmar,6,4,0.000,0.000,0.000,0
158,2,Meñique — Palmar,6,5,0.000,0.000,0.000,0
159,2,Meñique — Palmar,6,6,0.000,0.000,0.000,0
160,2,Meñique — Palmar,6,7,0.000,0.000,0.000,0
161,2,Meñique — Palmar,7,0,0.000,0.000,0.000,0
162,2,Meñique — Palmar,7,1,0.000,0.000,0.000,1
163,2,Meñique — Palmar,7,2,0.000,0.000,0.000,0
164,2,Meñique — Palmar,7,3,0.000,0.000,0.000,0
165,2,Meñique — Palmar,7,4,0.000,0.000,0.000,0
166,2,Meñique — Palmar,7,5,0.000,0.000,0.000,0
167,2,Meñique — Palmar,7,6,0.000,0.000,0.000,0
168,2,Meñique — Palmar,7,7,0.000,0.000,0.000,0
169,2,Meñique — Palmar,8,0,0.000,0.000,0.000,0
170,2,Meñique — Palmar,8,1,0.000,0.000,0.000,0
171,2,Meñique — Palmar,8,2,0.000,0.000,0.000,0
172,2,Meñique — Palmar,8,3,0.000,0.000,0.000,0
173,2,Meñique — Palmar,8,4,0.000,0.000,0.000,0
174,2,Meñique — Palmar,8,5,0.000,0.000,0.000,0
175,2,Meñique — Palmar,8,6,0.000,0.000,0.000,0
176,2,Meñique — Palmar,8,7,0.000,0.000,0.000,0
177,2,Meñique — Palmar,9,0,0.000,0.000,0.000,0
178,2,Meñique — Palmar,9,1,0.000,0.000,0.000,0
179,2,Meñique — Palmar,9,2,0.000,0.000,0.000,0
180,2,Meñique — Palmar,9,3,0.000,0.000,0.000,0
181,2,Meñique — Palmar,9,4,0.000,0.000,0.000,0
182,2,Meñique — Palmar,9,5,0.000,0.000,0.000,0
183,2,Meñique — Palmar,9,6,0.000,0.000,0.000,0
184,2,Meñique — Palmar,9,7,0.000,0.000,0.000,0
185,3,Anular — Punta,0,0,0.000,0.000,0.000,0
186,3,Anular — Punta,0,1,0.000,0.000,0.000,0
187,3,Anular — Punta,0,2,0.000,0.000,0.000,0
188,3,Anular — Punta,1,0,0.000,0.000,0.000,0
189,3,Anular — Punta,1,1,0.000,0.000,0.000,0
190,3,Anular — Punta,1,2,0.000,0.000,0.000,0
191,3,Anular — Punta,2,0,0.000,0.000,0.000,1
192,3,Anular — Punta,2,1,116.875,0.000,-116.875,1
193,3,Anular — Punta,2,2,0.000,0.000,0.000,1
194,4,Anular — Distal,0,0,0.000,0.000,0.000,0
195,4,Anular — Distal,0,1,0.000,0.000,0.000,0
196,4,Anular — Distal,0,2,0.000,0.000,0.000,0
197,4,Anular — Distal,0,3,0.000,0.000,0.000,0
198,4,Anular — Distal,0,4,0.000,0.000,0.000,0
199,4,Anular — Distal,0,5,0.000,0.000,0.000,0
200,4,Anular — Distal,0,6,0.000,0.000,0.000,0
201,4,Anular — Distal,0,7,0.000,0.000,0.000,0
202,4,Anular — Distal,1,0,0.000,0.000,0.000,0
203,4,Anular — Distal,1,1,0.000,0.000,0.000,0
204,4,Anular — Distal,1,2,0.000,0.000,0.000,0
205,4,Anular — Distal,1,3,0.000,0.000,0.000,0
206,4,Anular — Distal,1,4,0.000,0.000,0.000,0
207,4,Anular — Distal,1,5,0.000,0.000,0.000,0
208,4,Anular — Distal,1,6,0.000,0.000,0.000,0
209,4,Anular — Distal,1,7,0.000,0.000,0.000,0
210,4,Anular — Distal,2,0,0.000,0.000,0.000,0
211,4,Anular — Distal,2,1,0.000,0.000,0.000,0
212,4,Anular — Distal,2,2,0.000,0.000,0.000,0
213,4,Anular — Distal,2,3,0.000,0.000,0.000,0
214,4,Anular — Distal,2,4,0.000,0.000,0.000,0
215,4,Anular — Distal,2,5,0.000,0.000,0.000,0
216,4,Anular — Distal,2,6,0.000,0.000,0.000,0
217,4,Anular — Distal,2,7,0.000,0.000,0.000,0
218,4,Anular — Distal,3,0,0.000,17.511,17.511,0
219,4,Anular — Distal,3,1,0.000,0.000,0.000,0
220,4,Anular — Distal,3,2,0.000,0.000,0.000,0
221,4,Anular — Distal,3,3,0.000,0.000,0.000,0
222,4,Anular — Distal,3,4,0.000,0.000,0.000,0
223,4,Anular — Distal,3,5,0.000,0.000,0.000,0
224,4,Anular — Distal,3,6,0.000,0.000,0.000,0
225,4,Anular — Distal,3,7,7.534,6.312,-1.222,0
226,4,Anular — Distal,4,0,0.000,0.000,0.000,0
227,4,Anular — Distal,4,1,0.000,0.000,0.000,0
228,4,Anular — Distal,4,2,0.000,0.000,0.000,0
229,4,Anular — Distal,4,3,0.000,0.000,0.000,0
230,4,Anular — Distal,4,4,0.000,0.000,0.000,0
231,4,Anular — Distal,4,5,0.000,0.000,0.000,0
232,4,Anular — Distal,4,6,0.000,0.000,0.000,0
233,4,Anular — Distal,4,7,5.136,2.920,-2.216,0
234,4,Anular — Distal,5,0,0.000,0.000,0.000,0
235,4,Anular — Distal,5,1,0.000,0.000,0.000,0
236,4,Anular — Distal,5,2,0.000,0.000,0.000,0
237,4,Anular — Distal,5,3,0.000,0.000,0.000,0
238,4,Anular — Distal,5,4,0.000,0.000,0.000,0
239,4,Anular — Distal,5,5,0.000,0.000,0.000,0
240,4,Anular — Distal,5,6,0.000,0.000,0.000,0
241,4,Anular — Distal,5,7,0.000,7.602,7.602,0
242,4,Anular — Distal,6,0,0.000,0.000,0.000,0
243,4,Anular — Distal,6,1,1.727,0.000,-1.727,0
244,4,Anular — Distal,6,2,0.000,0.000,0.000,0
245,4,Anular — Distal,6,3,0.000,0.000,0.000,0
246,4,Anular — Distal,6,4,0.000,0.000,0.000,0
247,4,Anular — Distal,6,5,0.000,0.000,0.000,0
248,4,Anular — Distal,6,6,0.000,0.000,0.000,0
249,4,Anular — Distal,6,7,0.000,0.000,0.000,0
250,4,Anular — Distal,7,0,0.000,0.000,0.000,0
251,4,Anular — Distal,7,1,0.068,0.000,-0.068,0
252,4,Anular — Distal,7,2,0.000,0.000,0.000,0
253,4,Anular — Distal,7,3,0.000,0.000,0.000,0
254,4,Anular — Distal,7,4,0.000,0.000,0.000,0
255,4,Anular — Distal,7,5,0.000,0.000,0.000,0
256,4,Anular — Distal,7,6,0.000,0.000,0.000,0
257,4,Anular — Distal,7,7,0.000,0.000,0.000,0
258,4,Anular — Distal,8,0,0.000,0.000,0.000,1
259,4,Anular — Distal,8,1,0.000,0.000,0.000,0
260,4,Anular — Distal,8,2,0.000,0.000,0.000,0
261,4,Anular — Distal,8,3,0.000,0.000,0.000,0
262,4,Anular — Distal,8,4,0.000,0.000,0.000,0
263,4,Anular — Distal,8,5,0.000,0.000,0.000,0
264,4,Anular — Distal,8,6,0.000,0.000,0.000,0
265,4,Anular — Distal,8,7,0.000,0.000,0.000,0
266,4,Anular — Distal,9,0,0.000,0.000,0.000,0
267,4,Anular — Distal,9,1,0.000,0.000,0.000,0
268,4,Anular — Distal,9,2,0.000,0.000,0.000,0
269,4,Anular — Distal,9,3,0.000,0.000,0.000,0
270,4,Anular — Distal,9,4,0.000,0.000,0.000,0
271,4,Anular — Distal,9,5,0.000,0.000,0.000,0
272,4,Anular — Distal,9,6,0.000,0.000,0.000,0
273,4,Anular — Distal,9,7,0.000,0.000,0.000,0
274,4,Anular — Distal,10,0,2.807,32.023,29.216,0
275,4,Anular — Distal,10,1,0.000,0.000,0.000,0
276,4,Anular — Distal,10,2,0.000,0.000,0.000,0
277,4,Anular — Distal,10,3,0.000,0.000,0.000,0
278,4,Anular — Distal,10,4,0.000,0.000,0.000,0
279,4,Anular — Distal,10,5,0.000,0.000,0.000,0
280,4,Anular — Distal,10,6,0.000,9.176,9.176,0
281,4,Anular — Distal,10,7,0.000,0.000,0.000,0
282,4,Anular — Distal,11,0,0.000,0.000,0.000,1
283,4,Anular — Distal,11,1,0.000,0.000,0.000,0
284,4,Anular — Distal,11,2,0.000,0.000,0.000,0
285,4,Anular — Distal,11,3,0.000,0.000,0.000,1
286,4,Anular — Distal,11,4,0.000,0.000,0.000,0
287,4,Anular — Distal,11,5,0.000,0.000,0.000,0
288,4,Anular — Distal,11,6,0.000,0.000,0.000,1
289,4,Anular — Distal,11,7,0.000,0.000,0.000,0
290,5,Anular — Palmar,0,0,0.000,0.000,0.000,0
291,5,Anular — Palmar,0,1,0.000,0.000,0.000,0
292,5,Anular — Palmar,0,2,0.000,0.000,0.000,0
293,5,Anular — Palmar,0,3,0.000,0.000,0.000,0
294,5,Anular — Palmar,0,4,0.000,0.000,0.000,0
295,5,Anular — Palmar,0,5,0.000,0.000,0.000,0
296,5,Anular — Palmar,0,6,0.000,0.000,0.000,0
297,5,Anular — Palmar,0,7,0.000,0.000,0.000,0
298,5,Anular — Palmar,1,0,0.000,0.000,0.000,0
299,5,Anular — Palmar,1,1,0.000,0.000,0.000,0
300,5,Anular — Palmar,1,2,0.000,0.000,0.000,0
301,5,Anular — Palmar,1,3,0.000,0.000,0.000,0
302,5,Anular — Palmar,1,4,0.000,0.000,0.000,0
303,5,Anular — Palmar,1,5,0.000,0.000,0.000,0
304,5,Anular — Palmar,1,6,0.000,0.000,0.000,0
305,5,Anular — Palmar,1,7,0.000,0.000,0.000,0
306,5,Anular — Palmar,2,0,0.000,9.335,9.335,0
307,5,Anular — Palmar,2,1,0.000,0.000,0.000,0
308,5,Anular — Palmar,2,2,0.000,0.000,0.000,0
309,5,Anular — Palmar,2,3,0.000,0.000,0.000,0
310,5,Anular — Palmar,2,4,0.000,0.000,0.000,0
311,5,Anular — Palmar,2,5,0.000,0.000,0.000,0
312,5,Anular — Palmar,2,6,0.000,0.000,0.000,0
313,5,Anular — Palmar,2,7,0.000,0.000,0.000,0
314,5,Anular — Palmar,3,0,0.000,0.000,0.000,0
315,5,Anular — Palmar,3,1,0.000,0.011,0.011,0
316,5,Anular — Palmar,3,2,0.000,0.000,0.000,0
317,5,Anular — Palmar,3,3,0.000,0.000,0.000,0
318,5,Anular — Palmar,3,4,0.000,0.000,0.000,0
319,5,Anular — Palmar,3,5,0.000,0.000,0.000,0
320,5,Anular — Palmar,3,6,0.000,0.000,0.000,0
321,5,Anular — Palmar,3,7,0.000,0.000,0.000,0
322,5,Anular — Palmar,4,0,0.000,0.000,0.000,0
323,5,Anular — Palmar,4,1,0.000,0.000,0.000,0
324,5,Anular — Palmar,4,2,0.000,0.000,0.000,0
325,5,Anular — Palmar,4,3,0.000,0.000,0.000,0
326,5,Anular — Palmar,4,4,0.000,0.000,0.000,0
327,5,Anular — Palmar,4,5,0.000,0.000,0.000,0
328,5,Anular — Palmar,4,6,0.000,0.000,0.000,0
329,5,Anular — Palmar,4,7,0.000,0.000,0.000,0
330,5,Anular — Palmar,5,0,0.000,0.000,0.000,0
331,5,Anular — Palmar,5,1,0.000,0.000,0.000,0
332,5,Anular — Palmar,5,2,0.000,0.000,0.000,0
333,5,Anular — Palmar,5,3,0.000,0.000,0.000,0
334,5,Anular — Palmar,5,4,0.000,0.000,0.000,0
335,5,Anular — Palmar,5,5,0.000,0.000,0.000,0
336,5,Anular — Palmar,5,6,0.000,0.000,0.000,0
337,5,Anular — Palmar,5,7,0.000,17.824,17.824,0
338,5,Anular — Palmar,6,0,0.000,0.000,0.000,0
339,5,Anular — Palmar,6,1,0.000,0.000,0.000,0
340,5,Anular — Palmar,6,2,0.000,0.000,0.000,0
341,5,Anular — Palmar,6,3,0.000,0.000,0.000,0
342,5,Anular — Palmar,6,4,0.000,0.000,0.000,0
343,5,Anular — Palmar,6,5,0.000,0.000,0.000,0
344,5,Anular — Palmar,6,6,0.000,0.000,0.000,0
345,5,Anular — Palmar,6,7,0.000,0.000,0.000,0
