taxel,zone,zone_name,row,col,mu,sigma,min,max,excursion_max,excluded,noisy,thr
0,0,Meñique — Punta,0,0,0.000,0.000,0,0,0.0,0,0,41.0
1,0,Meñique — Punta,0,1,0.000,0.000,0,0,0.0,0,0,41.0
2,0,Meñique — Punta,0,2,0.000,0.000,0,0,0.0,0,0,41.0
3,0,Meñique — Punta,1,0,369.491,2.200,362,378,8.5,0,1,41.0
4,0,Meñique — Punta,1,1,90.870,8.396,35,102,55.9,0,1,42.0
5,0,Meñique — Punta,1,2,24.927,2.750,17,48,23.1,0,1,41.0
6,0,Meñique — Punta,2,0,333.893,3.180,324,343,9.9,0,1,41.0
7,0,Meñique — Punta,2,1,175.827,7.957,136,188,39.8,0,1,41.0
8,0,Meñique — Punta,2,2,62.887,5.929,50,78,15.1,0,1,41.0
9,1,Meñique — Distal,0,0,0.000,0.000,0,0,0.0,0,0,41.0
10,1,Meñique — Distal,0,1,0.000,0.000,0,0,0.0,0,0,41.0
11,1,Meñique — Distal,0,2,0.000,0.000,0,0,0.0,0,0,41.0
12,1,Meñique — Distal,0,3,0.000,0.000,0,0,0.0,0,0,41.0
13,1,Meñique — Distal,0,4,0.000,0.000,0,0,0.0,0,0,41.0
14,1,Meñique — Distal,0,5,0.000,0.000,0,0,0.0,0,0,41.0
15,1,Meñique — Distal,0,6,0.000,0.000,0,0,0.0,0,0,41.0
16,1,Meñique — Distal,0,7,0.000,0.000,0,0,0.0,0,0,41.0
17,1,Meñique — Distal,1,0,0.000,0.000,0,0,0.0,0,0,41.0
18,1,Meñique — Distal,1,1,0.000,0.000,0,0,0.0,0,0,41.0
19,1,Meñique — Distal,1,2,0.000,0.000,0,0,0.0,0,0,41.0
20,1,Meñique — Distal,1,3,0.000,0.000,0,0,0.0,0,0,41.0
21,1,Meñique — Distal,1,4,0.000,0.000,0,0,0.0,0,0,41.0
22,1,Meñique — Distal,1,5,0.000,0.000,0,0,0.0,0,0,41.0
23,1,Meñique — Distal,1,6,0.000,0.000,0,0,0.0,0,0,41.0
24,1,Meñique — Distal,1,7,0.000,0.000,0,0,0.0,0,0,41.0
25,1,Meñique — Distal,2,0,0.000,0.000,0,0,0.0,0,0,41.0
26,1,Meñique — Distal,2,1,0.000,0.000,0,0,0.0,0,0,41.0
27,1,Meñique — Distal,2,2,0.000,0.000,0,0,0.0,0,0,41.0
28,1,Meñique — Distal,2,3,0.000,0.000,0,0,0.0,0,0,41.0
29,1,Meñique — Distal,2,4,0.000,0.000,0,0,0.0,0,0,41.0
30,1,Meñique — Distal,2,5,0.000,0.000,0,0,0.0,0,0,41.0
31,1,Meñique — Distal,2,6,0.000,0.000,0,0,0.0,0,0,41.0
32,1,Meñique — Distal,2,7,0.000,0.000,0,0,0.0,0,0,41.0
33,1,Meñique — Distal,3,0,0.483,1.271,0,23,22.5,0,1,41.0
34,1,Meñique — Distal,3,1,0.000,0.000,0,0,0.0,0,0,41.0
35,1,Meñique — Distal,3,2,0.000,0.000,0,0,0.0,0,0,41.0
36,1,Meñique — Distal,3,3,0.000,0.000,0,0,0.0,0,0,41.0
37,1,Meñique — Distal,3,4,0.000,0.000,0,0,0.0,0,0,41.0
38,1,Meñique — Distal,3,5,0.000,0.000,0,0,0.0,0,0,41.0
39,1,Meñique — Distal,3,6,0.000,0.000,0,0,0.0,0,0,41.0
40,1,Meñique — Distal,3,7,0.000,0.000,0,0,0.0,0,0,41.0
41,1,Meñique — Distal,4,0,43.957,1.723,24,65,21.0,0,1,41.0
42,1,Meñique — Distal,4,1,0.000,0.000,0,0,0.0,0,0,41.0
43,1,Meñique — Distal,4,2,0.000,0.000,0,0,0.0,0,0,41.0
44,1,Meñique — Distal,4,3,0.000,0.000,0,0,0.0,0,0,41.0
45,1,Meñique — Distal,4,4,0.000,0.000,0,0,0.0,0,0,41.0
46,1,Meñique — Distal,4,5,0.000,0.000,0,0,0.0,0,0,41.0
47,1,Meñique — Distal,4,6,0.000,0.000,0,0,0.0,0,0,41.0
48,1,Meñique — Distal,4,7,0.000,0.000,0,0,0.0,0,0,41.0
49,1,Meñique — Distal,5,0,0.000,0.000,0,0,0.0,0,0,41.0
50,1,Meñique — Distal,5,1,0.000,0.000,0,0,0.0,0,0,41.0
51,1,Meñique — Distal,5,2,0.000,0.000,0,0,0.0,0,0,41.0
52,1,Meñique — Distal,5,3,0.000,0.000,0,0,0.0,0,0,41.0
53,1,Meñique — Distal,5,4,0.000,0.000,0,0,0.0,0,0,41.0
54,1,Meñique — Distal,5,5,0.000,0.000,0,0,0.0,0,0,41.0
55,1,Meñique — Distal,5,6,0.000,0.000,0,0,0.0,0,0,41.0
56,1,Meñique — Distal,5,7,0.000,0.000,0,0,0.0,0,0,41.0
57,1,Meñique — Distal,6,0,0.000,0.000,0,0,0.0,0,0,41.0
58,1,Meñique — Distal,6,1,0.000,0.000,0,0,0.0,0,0,41.0
59,1,Meñique — Distal,6,2,0.000,0.000,0,0,0.0,0,0,41.0
60,1,Meñique — Distal,6,3,0.000,0.000,0,0,0.0,0,0,41.0
61,1,Meñique — Distal,6,4,0.000,0.000,0,0,0.0,0,0,41.0
62,1,Meñique — Distal,6,5,0.000,0.000,0,0,0.0,0,0,41.0
63,1,Meñique — Distal,6,6,0.000,0.000,0,0,0.0,0,0,41.0
64,1,Meñique — Distal,6,7,0.000,0.000,0,0,0.0,0,0,41.0
65,1,Meñique — Distal,7,0,0.047,0.797,0,17,17.0,0,1,41.0
66,1,Meñique — Distal,7,1,0.000,0.000,0,0,0.0,0,0,41.0
67,1,Meñique — Distal,7,2,0.000,0.000,0,0,0.0,0,0,41.0
68,1,Meñique — Distal,7,3,0.000,0.000,0,0,0.0,0,0,41.0
69,1,Meñique — Distal,7,4,0.000,0.000,0,0,0.0,0,0,41.0
70,1,Meñique — Distal,7,5,0.000,0.000,0,0,0.0,0,0,41.0
71,1,Meñique — Distal,7,6,0.000,0.000,0,0,0.0,0,0,41.0
72,1,Meñique — Distal,7,7,0.000,0.000,0,0,0.0,0,0,41.0
73,1,Meñique — Distal,8,0,0.000,0.000,0,0,0.0,0,0,41.0
74,1,Meñique — Distal,8,1,0.000,0.000,0,0,0.0,0,0,41.0
75,1,Meñique — Distal,8,2,0.000,0.000,0,0,0.0,0,0,41.0
76,1,Meñique — Distal,8,3,0.000,0.000,0,0,0.0,0,0,41.0
77,1,Meñique — Distal,8,4,0.000,0.000,0,0,0.0,0,0,41.0
78,1,Meñique — Distal,8,5,0.000,0.000,0,0,0.0,0,0,41.0
79,1,Meñique — Distal,8,6,0.000,0.000,0,0,0.0,0,0,41.0
80,1,Meñique — Distal,8,7,0.000,0.000,0,0,0.0,0,0,41.0
81,1,Meñique — Distal,9,0,0.000,0.000,0,0,0.0,0,0,41.0
82,1,Meñique — Distal,9,1,5.727,0.677,0,10,5.7,0,1,41.0
83,1,Meñique — Distal,9,2,0.000,0.000,0,0,0.0,0,0,41.0
84,1,Meñique — Distal,9,3,0.000,0.000,0,0,0.0,0,0,41.0
85,1,Meñique — Distal,9,4,0.000,0.000,0,0,0.0,0,0,41.0
86,1,Meñique — Distal,9,5,0.000,0.000,0,0,0.0,0,0,41.0
87,1,Meñique — Distal,9,6,0.000,0.000,0,0,0.0,0,0,41.0
88,1,Meñique — Distal,9,7,0.000,0.000,0,0,0.0,0,0,41.0
89,1,Meñique — Distal,10,0,0.000,0.000,0,0,0.0,0,0,41.0
90,1,Meñique — Distal,10,1,0.000,0.000,0,0,0.0,0,0,41.0
91,1,Meñique — Distal,10,2,0.000,0.000,0,0,0.0,0,0,41.0
92,1,Meñique — Distal,10,3,0.000,0.000,0,0,0.0,0,0,41.0
93,1,Meñique — Distal,10,4,0.000,0.000,0,0,0.0,0,0,41.0
94,1,Meñique — Distal,10,5,0.000,0.000,0,0,0.0,0,0,41.0
95,1,Meñique — Distal,10,6,0.000,0.000,0,0,0.0,0,0,41.0
96,1,Meñique — Distal,10,7,0.000,0.000,0,0,0.0,0,0,41.0
97,1,Meñique — Distal,11,0,0.000,0.000,0,0,0.0,0,0,41.0
98,1,Meñique — Distal,11,1,0.000,0.000,0,0,0.0,0,0,41.0
99,1,Meñique — Distal,11,2,0.000,0.000,0,0,0.0,0,0,41.0
100,1,Meñique — Distal,11,3,0.000,0.000,0,0,0.0,0,0,41.0
101,1,Meñique — Distal,11,4,0.000,0.000,0,0,0.0,0,0,41.0
102,1,Meñique — Distal,11,5,0.000,0.000,0,0,0.0,0,0,41.0
103,1,Meñique — Distal,11,6,0.000,0.000,0,0,0.0,0,0,41.0
104,1,Meñique — Distal,11,7,0.000,0.000,0,0,0.0,1,0,41.0
105,2,Meñique — Palmar,0,0,0.000,0.000,0,0,0.0,0,0,41.0
106,2,Meñique — Palmar,0,1,0.000,0.000,0,0,0.0,0,0,41.0
107,2,Meñique — Palmar,0,2,0.000,0.000,0,0,0.0,0,0,41.0
108,2,Meñique — Palmar,0,3,0.000,0.000,0,0,0.0,0,0,41.0
109,2,Meñique — Palmar,0,4,0.000,0.000,0,0,0.0,0,0,41.0
110,2,Meñique — Palmar,0,5,0.000,0.000,0,0,0.0,0,0,41.0
111,2,Meñique — Palmar,0,6,0.000,0.000,0,0,0.0,0,0,41.0
112,2,Meñique — Palmar,0,7,0.000,0.000,0,0,0.0,0,0,41.0
113,2,Meñique — Palmar,1,0,0.000,0.000,0,0,0.0,0,0,41.0
114,2,Meñique — Palmar,1,1,0.000,0.000,0,0,0.0,0,0,41.0
115,2,Meñique — Palmar,1,2,0.000,0.000,0,0,0.0,0,0,41.0
116,2,Meñique — Palmar,1,3,0.000,0.000,0,0,0.0,0,0,41.0
117,2,Meñique — Palmar,1,4,0.000,0.000,0,0,0.0,0,0,41.0
118,2,Meñique — Palmar,1,5,0.000,0.000,0,0,0.0,0,0,41.0
119,2,Meñique — Palmar,1,6,0.000,0.000,0,0,0.0,0,0,41.0
120,2,Meñique — Palmar,1,7,0.000,0.000,0,0,0.0,0,0,41.0
121,2,Meñique — Palmar,2,0,0.000,0.000,0,0,0.0,1,0,41.0
122,2,Meñique — Palmar,2,1,0.000,0.000,0,0,0.0,0,0,41.0
123,2,Meñique — Palmar,2,2,0.000,0.000,0,0,0.0,0,0,41.0
124,2,Meñique — Palmar,2,3,0.000,0.000,0,0,0.0,0,0,41.0
125,2,Meñique — Palmar,2,4,0.000,0.000,0,0,0.0,0,0,41.0
126,2,Meñique — Palmar,2,5,0.000,0.000,0,0,0.0,0,0,41.0
127,2,Meñique — Palmar,2,6,0.000,0.000,0,0,0.0,0,0,41.0
128,2,Meñique — Palmar,2,7,0.000,0.000,0,0,0.0,0,0,41.0
129,2,Meñique — Palmar,3,0,0.024,0.215,0,3,3.0,0,1,41.0
130,2,Meñique — Palmar,3,1,0.000,0.000,0,0,0.0,0,0,41.0
131,2,Meñique — Palmar,3,2,0.000,0.000,0,0,0.0,0,0,41.0
132,2,Meñique — Palmar,3,3,0.000,0.000,0,0,0.0,0,0,41.0
133,2,Meñique — Palmar,3,4,0.000,0.000,0,0,0.0,0,0,41.0
134,2,Meñique — Palmar,3,5,0.000,0.000,0,0,0.0,0,0,41.0
135,2,Meñique — Palmar,3,6,0.000,0.000,0,0,0.0,0,0,41.0
136,2,Meñique — Palmar,3,7,0.000,0.000,0,0,0.0,0,0,41.0
137,2,Meñique — Palmar,4,0,0.000,0.000,0,0,0.0,0,0,41.0
138,2,Meñique — Palmar,4,1,0.000,0.000,0,0,0.0,0,0,41.0
139,2,Meñique — Palmar,4,2,0.000,0.000,0,0,0.0,0,0,41.0
140,2,Meñique — Palmar,4,3,0.000,0.000,0,0,0.0,0,0,41.0
141,2,Meñique — Palmar,4,4,0.000,0.000,0,0,0.0,0,0,41.0
142,2,Meñique — Palmar,4,5,0.000,0.000,0,0,0.0,0,0,41.0
143,2,Meñique — Palmar,4,6,4.124,2.206,0,8,4.1,0,1,41.0
144,2,Meñique — Palmar,4,7,0.000,0.000,0,0,0.0,0,0,41.0
145,2,Meñique — Palmar,5,0,0.000,0.000,0,0,0.0,0,0,41.0
146,2,Meñique — Palmar,5,1,0.000,0.000,0,0,0.0,0,0,41.0
147,2,Meñique — Palmar,5,2,0.000,0.000,0,0,0.0,0,0,41.0
148,2,Meñique — Palmar,5,3,0.000,0.000,0,0,0.0,0,0,41.0
149,2,Meñique — Palmar,5,4,0.000,0.000,0,0,0.0,0,0,41.0
150,2,Meñique — Palmar,5,5,0.000,0.000,0,0,0.0,0,0,41.0
151,2,Meñique — Palmar,5,6,0.000,0.000,0,0,0.0,0,0,41.0
152,2,Meñique — Palmar,5,7,1.030,1.765,0,7,6.0,0,1,41.0
153,2,Meñique — Palmar,6,0,0.000,0.000,0,0,0.0,0,0,41.0
154,2,Meñique — Palmar,6,1,0.000,0.000,0,0,0.0,0,0,41.0
155,2,Meñique — Palmar,6,2,0.000,0.000,0,0,0.0,0,0,41.0
156,2,Meñique — Palmar,6,3,0.000,0.000,0,0,0.0,0,0,41.0
157,2,Meñique — Palmar,6,4,0.000,0.000,0,0,0.0,0,0,41.0
158,2,Meñique — Palmar,6,5,0.000,0.000,0,0,0.0,0,0,41.0
159,2,Meñique — Palmar,6,6,0.000,0.000,0,0,0.0,0,0,41.0
160,2,Meñique — Palmar,6,7,32.414,1.229,30,36,3.6,0,1,41.0
161,2,Meñique — Palmar,7,0,0.000,0.000,0,0,0.0,0,0,41.0
162,2,Meñique — Palmar,7,1,0.000,0.000,0,0,0.0,1,0,41.0
163,2,Meñique — Palmar,7,2,0.000,0.000,0,0,0.0,0,0,41.0
164,2,Meñique — Palmar,7,3,0.000,0.000,0,0,0.0,0,0,41.0
165,2,Meñique — Palmar,7,4,0.000,0.000,0,0,0.0,0,0,41.0
166,2,Meñique — Palmar,7,5,0.000,0.000,0,0,0.0,0,0,41.0
167,2,Meñique — Palmar,7,6,0.000,0.000,0,0,0.0,0,0,41.0
168,2,Meñique — Palmar,7,7,23.291,4.489,13,31,10.3,0,1,41.0
169,2,Meñique — Palmar,8,0,0.000,0.000,0,0,0.0,0,0,41.0
170,2,Meñique — Palmar,8,1,0.000,0.000,0,0,0.0,0,0,41.0
171,2,Meñique — Palmar,8,2,0.000,0.000,0,0,0.0,0,0,41.0
172,2,Meñique — Palmar,8,3,0.000,0.000,0,0,0.0,0,0,41.0
173,2,Meñique — Palmar,8,4,0.000,0.000,0,0,0.0,0,0,41.0
174,2,Meñique — Palmar,8,5,0.000,0.000,0,0,0.0,0,0,41.0
175,2,Meñique — Palmar,8,6,0.000,0.000,0,0,0.0,0,0,41.0
176,2,Meñique — Palmar,8,7,0.000,0.000,0,0,0.0,0,0,41.0
177,2,Meñique — Palmar,9,0,0.000,0.000,0,0,0.0,0,0,41.0
178,2,Meñique — Palmar,9,1,0.000,0.000,0,0,0.0,0,0,41.0
179,2,Meñique — Palmar,9,2,0.000,0.000,0,0,0.0,0,0,41.0
180,2,Meñique — Palmar,9,3,0.000,0.000,0,0,0.0,0,0,41.0
181,2,Meñique — Palmar,9,4,0.000,0.000,0,0,0.0,0,0,41.0
182,2,Meñique — Palmar,9,5,0.000,0.000,0,0,0.0,0,0,41.0
183,2,Meñique — Palmar,9,6,0.000,0.000,0,0,0.0,0,0,41.0
184,2,Meñique — Palmar,9,7,0.000,0.000,0,0,0.0,0,0,41.0
185,3,Anular — Punta,0,0,0.000,0.000,0,0,0.0,0,0,41.0
186,3,Anular — Punta,0,1,0.000,0.000,0,0,0.0,0,0,41.0
187,3,Anular — Punta,0,2,0.000,0.000,0,0,0.0,0,0,41.0
188,3,Anular — Punta,1,0,0.000,0.000,0,0,0.0,0,0,41.0
189,3,Anular — Punta,1,1,0.000,0.000,0,0,0.0,0,0,41.0
190,3,Anular — Punta,1,2,0.000,0.000,0,0,0.0,0,0,41.0
191,3,Anular — Punta,2,0,0.000,0.000,0,0,0.0,1,0,41.0
192,3,Anular — Punta,2,1,0.000,0.000,0,0,0.0,1,0,41.0
193,3,Anular — Punta,2,2,0.000,0.000,0,0,0.0,1,0,41.0
194,4,Anular — Distal,0,0,0.000,0.000,0,0,0.0,0,0,41.0
195,4,Anular — Distal,0,1,0.000,0.000,0,0,0.0,0,0,41.0
196,4,Anular — Distal,0,2,0.000,0.000,0,0,0.0,0,0,41.0
197,4,Anular — Distal,0,3,0.000,0.000,0,0,0.0,0,0,41.0
198,4,Anular — Distal,0,4,0.000,0.000,0,0,0.0,0,0,41.0
199,4,Anular — Distal,0,5,0.000,0.000,0,0,0.0,0,0,41.0
200,4,Anular — Distal,0,6,0.000,0.000,0,0,0.0,0,0,41.0
201,4,Anular — Distal,0,7,30.989,0.981,29,34,3.0,0,1,41.0
202,4,Anular — Distal,1,0,0.000,0.000,0,0,0.0,0,0,41.0
203,4,Anular — Distal,1,1,0.000,0.000,0,0,0.0,0,0,41.0
204,4,Anular — Distal,1,2,0.000,0.000,0,0,0.0,0,0,41.0
205,4,Anular — Distal,1,3,0.000,0.000,0,0,0.0,0,0,41.0
206,4,Anular — Distal,1,4,0.000,0.000,0,0,0.0,0,0,41.0
207,4,Anular — Distal,1,5,0.000,0.000,0,0,0.0,0,0,41.0
208,4,Anular — Distal,1,6,0.000,0.000,0,0,0.0,0,0,41.0
209,4,Anular — Distal,1,7,0.000,0.000,0,0,0.0,0,0,41.0
210,4,Anular — Distal,2,0,0.000,0.000,0,0,0.0,0,0,41.0
211,4,Anular — Distal,2,1,0.000,0.000,0,0,0.0,0,0,41.0
212,4,Anular — Distal,2,2,0.000,0.000,0,0,0.0,0,0,41.0
213,4,Anular — Distal,2,3,0.000,0.000,0,0,0.0,0,0,41.0
214,4,Anular — Distal,2,4,0.000,0.000,0,0,0.0,0,0,41.0
215,4,Anular — Distal,2,5,0.000,0.000,0,0,0.0,0,0,41.0
216,4,Anular — Distal,2,6,0.000,0.000,0,0,0.0,0,0,41.0
217,4,Anular — Distal,2,7,0.793,1.431,0,5,4.2,0,1,41.0
218,4,Anular — Distal,3,0,0.000,0.000,0,0,0.0,0,0,41.0
219,4,Anular — Distal,3,1,0.000,0.000,0,0,0.0,0,0,41.0
220,4,Anular — Distal,3,2,0.000,0.000,0,0,0.0,0,0,41.0
221,4,Anular — Distal,3,3,0.000,0.000,0,0,0.0,0,0,41.0
222,4,Anular — Distal,3,4,0.000,0.000,0,0,0.0,0,0,41.0
223,4,Anular — Distal,3,5,0.000,0.000,0,0,0.0,0,0,41.0
224,4,Anular — Distal,3,6,0.000,0.000,0,0,0.0,0,0,41.0
225,4,Anular — Distal,3,7,4.039,1.183,0,8,4.0,0,1,41.0
226,4,Anular — Distal,4,0,0.000,0.000,0,0,0.0,0,0,41.0
227,4,Anular — Distal,4,1,0.000,0.000,0,0,0.0,0,0,41.0
228,4,Anular — Distal,4,2,0.000,0.000,0,0,0.0,0,0,41.0
229,4,Anular — Distal,4,3,0.000,0.000,0,0,0.0,0,0,41.0
230,4,Anular — Distal,4,4,0.000,0.000,0,0,0.0,0,0,41.0
231,4,Anular — Distal,4,5,0.000,0.000,0,0,0.0,0,0,41.0
232,4,Anular — Distal,4,6,0.000,0.000,0,0,0.0,0,0,41.0
233,4,Anular — Distal,4,7,0.000,0.000,0,0,0.0,0,0,41.0
234,4,Anular — Distal,5,0,8.951,0.908,5,11,4.0,0,1,41.0
235,4,Anular — Distal,5,1,0.000,0.000,0,0,0.0,0,0,41.0
236,4,Anular — Distal,5,2,0.000,0.000,0,0,0.0,0,0,41.0
237,4,Anular — Distal,5,3,0.000,0.000,0,0,0.0,0,0,41.0
238,4,Anular — Distal,5,4,0.000,0.000,0,0,0.0,0,0,41.0
239,4,Anular — Distal,5,5,0.000,0.000,0,0,0.0,0,0,41.0
240,4,Anular — Distal,5,6,0.000,0.000,0,0,0.0,0,0,41.0
241,4,Anular — Distal,5,7,0.000,0.000,0,0,0.0,0,0,41.0
242,4,Anular — Distal,6,0,35.331,0.963,32,38,3.3,0,1,41.0
243,4,Anular — Distal,6,1,0.000,0.000,0,0,0.0,0,0,41.0
244,4,Anular — Distal,6,2,0.000,0.000,0,0,0.0,0,0,41.0
245,4,Anular — Distal,6,3,0.000,0.000,0,0,0.0,0,0,41.0
246,4,Anular — Distal,6,4,0.000,0.000,0,0,0.0,0,0,41.0
247,4,Anular — Distal,6,5,0.000,0.000,0,0,0.0,0,0,41.0
248,4,Anular — Distal,6,6,0.000,0.000,0,0,0.0,0,0,41.0
249,4,Anular — Distal,6,7,62.143,1.251,59,66,3.9,0,1,41.0
250,4,Anular — Distal,7,0,0.000,0.000,0,0,0.0,0,0,41.0
251,4,Anular — Distal,7,1,0.000,0.000,0,0,0.0,0,0,41.0
252,4,Anular — Distal,7,2,0.000,0.000,0,0,0.0,0,0,41.0
253,4,Anular — Distal,7,3,0.000,0.000,0,0,0.0,0,0,41.0
254,4,Anular — Distal,7,4,0.000,0.000,0,0,0.0,0,0,41.0
255,4,Anular — Distal,7,5,0.000,0.000,0,0,0.0,0,0,41.0
256,4,Anular — Distal,7,6,0.000,0.000,0,0,0.0,0,0,41.0
257,4,Anular — Distal,7,7,0.000,0.000,0,0,0.0,0,0,41.0
258,4,Anular — Distal,8,0,15.906,1.160,13,19,3.1,1,0,41.0
